Index,Model,ROUGE-1,ROUGE-L,BERTScore,Summary,Transcript
33,TF-IDF,0.894117647,0.729411765,0.973263443,"Recent developments are likely to result in tighter credit conditions for households and businesses and to weigh on economic activity, hiring, and inflation. The Committee remains highly attentive to inflation risks. The extent of these effects is uncertain.","The U.S. banking system is sound and resilient. Recent developments are likely to result in tighter credit conditions for households and businesses and to weigh on economic activity, hiring, and inflation. The extent of these effects is uncertain. The Committee remains highly attentive to inflation risks."
33,BERT,0.763157895,0.763157895,0.943954289, Recent developments are likely to result in tighter credit conditions for households and businesses . The extent of these effects is uncertain . The Committee remains highly attentive to inflation risks .,"The U.S. banking system is sound and resilient. Recent developments are likely to result in tighter credit conditions for households and businesses and to weigh on economic activity, hiring, and inflation. The extent of these effects is uncertain. The Committee remains highly attentive to inflation risks."
33,BART,0.930693069,0.930693069,0.992538095,"The U.S. banking system is sound and resilient. Recent developments are likely to result in tighter credit conditions for households and businesses and to weigh on economic activity, hiring, and inflation. The extent of these effects is uncertain. The Committee remains highly attentive to inflation risks. It will continue to monitor developments closely.","The U.S. banking system is sound and resilient. Recent developments are likely to result in tighter credit conditions for households and businesses and to weigh on economic activity, hiring, and inflation. The extent of these effects is uncertain. The Committee remains highly attentive to inflation risks."
34,TF-IDF,0.734082397,0.531835206,0.951193571,"In determining the extent of future increases in the target range, the Committee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments. The Committee anticipates that some additional policy firming may be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent over time. In addition, the Committee will continue reducing its holdings of Treasury securities and agency debt and agency mortgage-backed securities, as described in its previously announced plans.","The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. In support of these goals, the Committee decided to raise the target range for the federal funds rate to 4-3/4 to 5 percent. The Committee will closely monitor incoming information and assess the implications for monetary policy. The Committee anticipates that some additional policy firming may be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent over time. In determining the extent of future increases in the target range, the Committee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments. In addition, the Committee will continue reducing its holdings of Treasury securities and agency debt and agency mortgage-backed securities, as described in its previously announced plans. The Committee is strongly committed to returning inflation to its 2 percent objective."
34,BERT,0.41314554,0.41314554,0.915670812," The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run . In support of these goals, the Committee decided to raise the target range for the federal funds rate to 4-3/4 to 5 percent .","The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. In support of these goals, the Committee decided to raise the target range for the federal funds rate to 4-3/4 to 5 percent. The Committee will closely monitor incoming information and assess the implications for monetary policy. The Committee anticipates that some additional policy firming may be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent over time. In determining the extent of future increases in the target range, the Committee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments. In addition, the Committee will continue reducing its holdings of Treasury securities and agency debt and agency mortgage-backed securities, as described in its previously announced plans. The Committee is strongly committed to returning inflation to its 2 percent objective."
34,BART,0.504424779,0.504424779,0.93036443,"The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. In support of these goals, the Committee decided to raise the target range for the federal funds rate to 4-3/4 to 5 percent. The Committee is strongly committed to returning inflation to its 2 percent objective.","The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. In support of these goals, the Committee decided to raise the target range for the federal funds rate to 4-3/4 to 5 percent. The Committee will closely monitor incoming information and assess the implications for monetary policy. The Committee anticipates that some additional policy firming may be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent over time. In determining the extent of future increases in the target range, the Committee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments. In addition, the Committee will continue reducing its holdings of Treasury securities and agency debt and agency mortgage-backed securities, as described in its previously announced plans. The Committee is strongly committed to returning inflation to its 2 percent objective."
35,TF-IDF,1,0.46835443,0.979679823,"The Committee's assessments will take into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook.","In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments."
35,BERT,0.694214876,0.694214876,0.934287071, The Committee will continue to monitor the implications of incoming information for the economic outlook . The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals .,"In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments."
35,BART,0.82962963,0.82962963,0.966327369,"The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments.","In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals. The Committee's assessments will take into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments."
36,TF-IDF,1,1,1,"Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michael S. Barr; Michelle W. Bowman; Lisa D. Cook; Austan D. Goolsbee; Patrick Harker; Philip N. Jefferson; Neel Kashkari; Lorie K. Logan; and Christopher J. Waller.","Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michael S. Barr; Michelle W. Bowman; Lisa D. Cook; Austan D. Goolsbee; Patrick Harker; Philip N. Jefferson; Neel Kashkari; Lorie K. Logan; and Christopher J. Waller."
36,BERT,0.842105263,0.842105263,0.939165235," Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michael S. Barr; Michael . Barr; Lisa D. Cook; Austan D. Goolsbee; Patrick Harker; Philip N. Jefferson; Neel Kashkari; Lorie K. Logan; and Christopher J. Waller .","Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michael S. Barr; Michelle W. Bowman; Lisa D. Cook; Austan D. Goolsbee; Patrick Harker; Philip N. Jefferson; Neel Kashkari; Lorie K. Logan; and Christopher J. Waller."
36,BART,0.962962963,0.962962963,0.967834532,"Voting for the monetary policy action were Jerome H. Powell, John C. Williams, Michael S. Barr, Michelle W. Bowman, Lisa D. Cook, Austan D. Goolsbee, Patrick Harker, Philip N. Jefferson, Neel Kashkari, Lorie K. Logan and Christopher J. Waller.","Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michael S. Barr; Michelle W. Bowman; Lisa D. Cook; Austan D. Goolsbee; Patrick Harker; Philip N. Jefferson; Neel Kashkari; Lorie K. Logan; and Christopher J. Waller."
37,TF-IDF,1,1,1,"For media inquiries, please email [email protected] or call 202-452-2955.","For media inquiries, please email [email protected] or call 202-452-2955."
37,BERT,0.727272727,0.727272727,0.936461806," For media inquiries, please email [email email protected] or call 202-452-2955 . For more information, visit www.cnn.com/cnn .","For media inquiries, please email [email protected] or call 202-452-2955."
37,BART,0.387096774,0.387096774,0.911893189,"For media inquiries, please email [email protected] or call 202-452-2955. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255.","For media inquiries, please email [email protected] or call 202-452-2955."
38,TF-IDF,1,1,1,"Implementation Note issued March 22, 2023","Implementation Note issued March 22, 2023"
38,BERT,0.413793103,0.413793103,0.9142856," Implementation Note issued March 22, 2023 . Implementation Note to be issued in March 2023. Implementation Note for 2023 implementation of the new rules .","Implementation Note issued March 22, 2023"
38,BART,0.279069767,0.279069767,0.852959991,"Implementation Note issued March 22, 2023. For more information, go to: http://www.cnn.com/2013/01/22/healthcare/cnn-health-care-reform-2023/story.php?storylink=cpy. For the full report, see: http:www.ncann.com/.","Implementation Note issued March 22, 2023"
39,TF-IDF,1,1,1,"The Bank of Canada, the Bank of England, the Bank of Japan, the European Central Bank, the Federal Reserve, and the Swiss National Bank are today announcing a coordinated action to enhance the provision of liquidity via the standing U.S. dollar liquidity swap line arrangements.","The Bank of Canada, the Bank of England, the Bank of Japan, the European Central Bank, the Federal Reserve, and the Swiss National Bank are today announcing a coordinated action to enhance the provision of liquidity via the standing U.S. dollar liquidity swap line arrangements."
39,BERT,0.989010989,0.989010989,0.992837489," The Bank of Canada, Bank of England, the Bank of Japan, the European Central Bank, the Federal Reserve, and the Swiss National Bank are today announcing a coordinated action to enhance the provision of liquidity via the standing U.S. dollar liquidity swap line arrangements .","The Bank of Canada, the Bank of England, the Bank of Japan, the European Central Bank, the Federal Reserve, and the Swiss National Bank are today announcing a coordinated action to enhance the provision of liquidity via the standing U.S. dollar liquidity swap line arrangements."
39,BART,0.884615385,0.826923077,0.971264422,"Bank of Canada, Bank of England, the Bank of Japan, the European Central Bank, the Federal Reserve, and the Swiss National Bank are today announcing a coordinated action. The coordinated action will enhance the provision of liquidity via the standing U.S. dollar liquidity swap line arrangements. The action is expected to take place in the coming days.","The Bank of Canada, the Bank of England, the Bank of Japan, the European Central Bank, the Federal Reserve, and the Swiss National Bank are today announcing a coordinated action to enhance the provision of liquidity via the standing U.S. dollar liquidity swap line arrangements."
40,TF-IDF,1,1,1,"To improve the swap lines' effectiveness in providing U.S. dollar funding, the central banks currently offering U.S. dollar operations have agreed to increase the frequency of 7-day maturity operations from weekly to daily. These daily operations will commence on Monday, March 20, 2023, and will continue at least through the end of April.","To improve the swap lines' effectiveness in providing U.S. dollar funding, the central banks currently offering U.S. dollar operations have agreed to increase the frequency of 7-day maturity operations from weekly to daily. These daily operations will commence on Monday, March 20, 2023, and will continue at least through the end of April."
40,BERT,0.868686869,0.868686869,0.96469754," Central banks currently offering U.S. dollar operations have agreed to increase the frequency of 7-day maturity operations from weekly to daily . These daily operations will commence on Monday, March 20, 2023, and will continue at least through the end of April .","To improve the swap lines' effectiveness in providing U.S. dollar funding, the central banks currently offering U.S. dollar operations have agreed to increase the frequency of 7-day maturity operations from weekly to daily. These daily operations will commence on Monday, March 20, 2023, and will continue at least through the end of April."
40,BART,0.774774775,0.756756757,0.958521307,"Central banks currently offering U.S. dollar operations have agreed to increase the frequency of 7-day maturity operations from weekly to daily. Daily operations will commence on Monday, March 20, 2023, and will continue at least through the end of April. These daily operations will start on March 20 and run through April 30.","To improve the swap lines' effectiveness in providing U.S. dollar funding, the central banks currently offering U.S. dollar operations have agreed to increase the frequency of 7-day maturity operations from weekly to daily. These daily operations will commence on Monday, March 20, 2023, and will continue at least through the end of April."
41,TF-IDF,1,1,1.000000119,"The network of swap lines among these central banks is a set of available standing facilities and serve as an important liquidity backstop to ease strains in global funding markets, thereby helping to mitigate the effects of such strains on the supply of credit to households and businesses.","The network of swap lines among these central banks is a set of available standing facilities and serve as an important liquidity backstop to ease strains in global funding markets, thereby helping to mitigate the effects of such strains on the supply of credit to households and businesses."
41,BERT,0.9375,0.9375,0.975734055, The network of swap lines among these central banks is a set of available standing facilities . They serve as an important liquidity backstop to ease strains in global funding markets . The networks help mitigate the effects of such strains on the supply of credit to households and businesses .,"The network of swap lines among these central banks is a set of available standing facilities and serve as an important liquidity backstop to ease strains in global funding markets, thereby helping to mitigate the effects of such strains on the supply of credit to households and businesses."
41,BART,0.930693069,0.930693069,0.979706824,"The network of swap lines among these central banks is a set of available standing facilities. The swap lines serve as an important liquidity backstop to ease strains in global funding markets, thereby helping to mitigate the effects of such strains on the supply of credit to households and businesses, says the IMF.","The network of swap lines among these central banks is a set of available standing facilities and serve as an important liquidity backstop to ease strains in global funding markets, thereby helping to mitigate the effects of such strains on the supply of credit to households and businesses."
42,TF-IDF,1,1,0.99999994,"For media inquiries, please email [email protected] or call 202-452-2955","For media inquiries, please email [email protected] or call 202-452-2955"
42,BERT,0.727272727,0.727272727,0.935062647," For media inquiries, please email [email email protected] or call 202-452-2955 . For more information, visit www.cnn.com/cnn .","For media inquiries, please email [email protected] or call 202-452-2955"
42,BART,0.387096774,0.387096774,0.911868691,"For media inquiries, please email [email protected] or call 202-452-2955. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255.","For media inquiries, please email [email protected] or call 202-452-2955"
43,TF-IDF,1,1,0.99999994,Bank of Canada,Bank of Canada
43,BERT,0.193548387,0.193548387,0.870479763," Bank of Canada is Canada's largest bank in the world . The bank is based in Toronto, Canada, with the majority of Canadians living in the U.S.",Bank of Canada
43,BART,0.096774194,0.096774194,0.873744667,Bank of Canada is Canada's largest bank. The bank has more than $1.2 trillion in assets. It is the second largest bank in the world after the U.S. Bank of Canada. The Bank is based in Toronto and has offices across the country. It was founded in 1867 and is one of Canada's oldest banks.,Bank of Canada
44,TF-IDF,1,1,1.000000119,Bank of England,Bank of England
44,BERT,0.2,0.2,0.863284647, Bank of England is the largest bank in the world . It is based in central London and has been in charge of the UK's largest bank .,Bank of England
44,BART,0.105263158,0.105263158,0.866761625,"Bank of England is the biggest bank in the world. It is the largest bank in Europe and one of the biggest in the UK. The Bank of England was founded in 1788 and is based in Threadneedle Street, London. It was the first bank in England and is now the largest in Europe.",Bank of England
45,TF-IDF,1,1,1,Bank of Japan,Bank of Japan
45,BERT,0.1875,0.1875,0.875044644," Bank of Japan is one of the largest banks in the world . The central bank is based in Tokyo, Japan, with the largest bank in the country's history .",Bank of Japan
45,BART,0.101694915,0.101694915,0.867113233,"Bank of Japan is the world's second largest bank. The Bank of Japan was founded in 1894. It is based in Tokyo and has offices in Tokyo, Osaka and Yokosuka. The bank is one of the biggest lenders in the world. It has a huge balance sheet and is the largest bank in the country.",Bank of Japan
46,TF-IDF,1,1,1,European Central Bank,European Central Bank
46,BERT,0.166666667,0.166666667,0.855929971," The European Central Bank is the largest bank in the world . The European Monetary Monetary Agency is based in Frankfurt, Germany . It was founded by the European Monetary Bank of Germany in 1998 .",European Central Bank
46,BART,0.107142857,0.107142857,0.856166244,"European Central Bank to cut interest rates to a record low of 0.5 per cent. The move is aimed at boosting the eurozone's struggling economy. The central bank will also cut its main refinancing rate to 0.7 per cent from 0.8 per cent, the lowest level since the 1990s.",European Central Bank
47,TF-IDF,1,1,1,Swiss National Bank,Swiss National Bank
47,BERT,0.166666667,0.166666667,0.864662766," Swiss National Bank is the largest bank in the world . Switzerland's central bank is based in Zurich, Switzerland, and Switzerland's largest bank . The Swiss bank has been in Switzerland since 2007 .",Swiss National Bank
47,BART,0.103448276,0.103448276,0.856547892,Swiss National Bank is one of the biggest banks in the world. The bank was founded in 18th century Switzerland. It is based in Zurich and has offices in Geneva and Lausanne. The Swiss National Bank was once the world's second largest bank. It was founded by Swiss aristocrats in the late 19th century.,Swiss National Bank
48,TF-IDF,1,1,1,"To support American businesses and households, the Federal Reserve Board on Sunday announced it will make available additional funding to eligible depository institutions to help assure banks have the ability to meet the needs of all their depositors. This action will bolster the capacity of the banking system to safeguard deposits and ensure the ongoing provision of money and credit to the economy.","To support American businesses and households, the Federal Reserve Board on Sunday announced it will make available additional funding to eligible depository institutions to help assure banks have the ability to meet the needs of all their depositors. This action will bolster the capacity of the banking system to safeguard deposits and ensure the ongoing provision of money and credit to the economy."
48,BERT,0.776699029,0.776699029,0.958346725, The Federal Reserve Board announced it will make available additional funding to eligible depository institutions . This action will bolster the capacity of the banking system to safeguard deposits and ensure the ongoing provision of money and credit to the economy .,"To support American businesses and households, the Federal Reserve Board on Sunday announced it will make available additional funding to eligible depository institutions to help assure banks have the ability to meet the needs of all their depositors. This action will bolster the capacity of the banking system to safeguard deposits and ensure the ongoing provision of money and credit to the economy."
48,BART,0.87804878,0.650406504,0.969158471,"The Federal Reserve Board announced it will make available additional funding to eligible depository institutions. This action will bolster the capacity of the banking system to safeguard deposits and ensure the ongoing provision of money and credit to the economy, the Fed said. The move will help assure banks have the ability to meet the needs of all their depositors.","To support American businesses and households, the Federal Reserve Board on Sunday announced it will make available additional funding to eligible depository institutions to help assure banks have the ability to meet the needs of all their depositors. This action will bolster the capacity of the banking system to safeguard deposits and ensure the ongoing provision of money and credit to the economy."
49,TF-IDF,1,1,1,The Federal Reserve is prepared to address any liquidity pressures that may arise.,The Federal Reserve is prepared to address any liquidity pressures that may arise.
49,BERT,0.52,0.52,0.931320608," The Federal Reserve is prepared to address any liquidity pressures that may arise . Federal Reserve prepared to deal with any potential liquidity pressures . The central bank is preparing to meet any potential future liquidity pressures, officials say .",The Federal Reserve is prepared to address any liquidity pressures that may arise.
49,BART,0.412698413,0.412698413,0.925505638,"The Federal Reserve is prepared to address any liquidity pressures that may arise, the Fed says. The Fed says it is ready to respond to any 'liquidity pressures' if they arise. The U.S. economy is expected to grow at a rate of around 2.5 per cent this year.",The Federal Reserve is prepared to address any liquidity pressures that may arise.
50,TF-IDF,1,0.920454545,0.996849239,"The additional funding will be made available through the creation of a new Bank Term Funding Program (BTFP), offering loans of up to one year in length to banks, savings associations, credit unions, and other eligible depository institutions pledging U.S. Treasuries, agency debt and mortgage-backed securities, and other qualifying assets as collateral. The BTFP will be an additional source of liquidity against high-quality securities, eliminating an institution's need to quickly sell those securities in times of stress. These assets will be valued at par.","The additional funding will be made available through the creation of a new Bank Term Funding Program (BTFP), offering loans of up to one year in length to banks, savings associations, credit unions, and other eligible depository institutions pledging U.S. Treasuries, agency debt and mortgage-backed securities, and other qualifying assets as collateral. These assets will be valued at par. The BTFP will be an additional source of liquidity against high-quality securities, eliminating an institution's need to quickly sell those securities in times of stress."
50,BERT,0.724637681,0.710144928,0.94434309," Bank Term Funding Program will offer loans of up to one year in length to banks, savings associations, credit unions and other eligible depository institutions pledging U.S. Treasuries, agency debt and mortgage-backed securities as collateral . The BTFP will be an additional source of liquidity against high-quality securities .","The additional funding will be made available through the creation of a new Bank Term Funding Program (BTFP), offering loans of up to one year in length to banks, savings associations, credit unions, and other eligible depository institutions pledging U.S. Treasuries, agency debt and mortgage-backed securities, and other qualifying assets as collateral. These assets will be valued at par. The BTFP will be an additional source of liquidity against high-quality securities, eliminating an institution's need to quickly sell those securities in times of stress."
50,BART,0.724637681,0.68115942,0.953727782,"The additional funding will be made available through the creation of a new Bank Term Funding Program (BTFP) The BTFP will offer loans of up to one year in length to banks, savings associations, credit unions, and other depository institutions pledging U.S. Treasuries, agency debt and mortgage-backed securities.","The additional funding will be made available through the creation of a new Bank Term Funding Program (BTFP), offering loans of up to one year in length to banks, savings associations, credit unions, and other eligible depository institutions pledging U.S. Treasuries, agency debt and mortgage-backed securities, and other qualifying assets as collateral. These assets will be valued at par. The BTFP will be an additional source of liquidity against high-quality securities, eliminating an institution's need to quickly sell those securities in times of stress."
51,TF-IDF,1,1,0.999999881,"With approval of the Treasury Secretary, the Department of the Treasury will make available up to $25 billion from the Exchange Stabilization Fund as a backstop for the BTFP. The Federal Reserve does not anticipate that it will be necessary to draw on these backstop funds.","With approval of the Treasury Secretary, the Department of the Treasury will make available up to $25 billion from the Exchange Stabilization Fund as a backstop for the BTFP. The Federal Reserve does not anticipate that it will be necessary to draw on these backstop funds."
51,BERT,0.954545455,0.954545455,0.983552516," With approval of the Treasury Secretary, the Treasury will make available up to $25 billion from the Exchange Stabilization Fund as a backstop for the BTFP . Federal Reserve does not anticipate that it will be necessary to draw on these backstop funds .","With approval of the Treasury Secretary, the Department of the Treasury will make available up to $25 billion from the Exchange Stabilization Fund as a backstop for the BTFP. The Federal Reserve does not anticipate that it will be necessary to draw on these backstop funds."
51,BART,0.857142857,0.755102041,0.965673804,The Treasury will make available up to $25 billion from the Exchange Stabilization Fund as a backstop for the BTFP. The Federal Reserve does not anticipate that it will be necessary to draw on these backstop funds. The Department of the Treasury will not use the funds to bail out the banks.,"With approval of the Treasury Secretary, the Department of the Treasury will make available up to $25 billion from the Exchange Stabilization Fund as a backstop for the BTFP. The Federal Reserve does not anticipate that it will be necessary to draw on these backstop funds."
52,TF-IDF,1,1,1,"After receiving a recommendation from the boards of the Federal Deposit Insurance Corporation (FDIC) and the Federal Reserve, Treasury Secretary Yellen, after consultation with the President, approved actions to enable the FDIC to complete its resolutions of Silicon Valley Bank and Signature Bank in a manner that fully protects all depositors, both insured and uninsured. These actions will reduce stress across the financial system, support financial stability and minimize any impact on businesses, households, taxpayers, and the broader economy.","After receiving a recommendation from the boards of the Federal Deposit Insurance Corporation (FDIC) and the Federal Reserve, Treasury Secretary Yellen, after consultation with the President, approved actions to enable the FDIC to complete its resolutions of Silicon Valley Bank and Signature Bank in a manner that fully protects all depositors, both insured and uninsured. These actions will reduce stress across the financial system, support financial stability and minimize any impact on businesses, households, taxpayers, and the broader economy."
52,BERT,0.820895522,0.820895522,0.955677927," Treasury Secretary Yellen approved actions to enable FDIC to complete its resolutions of Silicon Valley Bank and Signature Bank in a manner that fully protects all depositors, both insured and uninsured . These actions will reduce stress across the financial system, support financial stability and minimize any impact on businesses, households, taxpayers, and the broader economy .","After receiving a recommendation from the boards of the Federal Deposit Insurance Corporation (FDIC) and the Federal Reserve, Treasury Secretary Yellen, after consultation with the President, approved actions to enable the FDIC to complete its resolutions of Silicon Valley Bank and Signature Bank in a manner that fully protects all depositors, both insured and uninsured. These actions will reduce stress across the financial system, support financial stability and minimize any impact on businesses, households, taxpayers, and the broader economy."
52,BART,0.746031746,0.746031746,0.955044627,"After receiving a recommendation from the boards of the Federal Deposit Insurance Corporation (FDIC) and the Federal Reserve, Treasury Secretary Yellen approved actions. These actions will reduce stress across the financial system, support financial stability and minimize any impact on businesses, households, taxpayers, and the broader economy.","After receiving a recommendation from the boards of the Federal Deposit Insurance Corporation (FDIC) and the Federal Reserve, Treasury Secretary Yellen, after consultation with the President, approved actions to enable the FDIC to complete its resolutions of Silicon Valley Bank and Signature Bank in a manner that fully protects all depositors, both insured and uninsured. These actions will reduce stress across the financial system, support financial stability and minimize any impact on businesses, households, taxpayers, and the broader economy."
53,TF-IDF,1,1,1,The Board is carefully monitoring developments in financial markets. The capital and liquidity positions of the U.S. banking system are strong and the U.S. financial system is resilient.,The Board is carefully monitoring developments in financial markets. The capital and liquidity positions of the U.S. banking system are strong and the U.S. financial system is resilient.
53,BERT,0.836363636,0.545454545,0.960087001," The capital and liquidity positions of the U.S. banking system are strong, the Board says . The Board is carefully monitoring developments in financial markets .",The Board is carefully monitoring developments in financial markets. The capital and liquidity positions of the U.S. banking system are strong and the U.S. financial system is resilient.
53,BART,0.75,0.725,0.971741498,"The Board is carefully monitoring developments in financial markets. The capital and liquidity positions of the U.S. banking system are strong. The U.s. financial system is resilient, the Board says. The Board is closely monitoring the situation in the United States and is monitoring developments around the world.",The Board is carefully monitoring developments in financial markets. The capital and liquidity positions of the U.S. banking system are strong and the U.S. financial system is resilient.
54,TF-IDF,1,1,1,"Depository institutions may obtain liquidity against a wide range of collateral through the discount window, which remains open and available. In addition, the discount window will apply the same margins used for the securities eligible for the BTFP, further increasing lendable value at the window.","Depository institutions may obtain liquidity against a wide range of collateral through the discount window, which remains open and available. In addition, the discount window will apply the same margins used for the securities eligible for the BTFP, further increasing lendable value at the window."
54,BERT,0.888888889,0.888888889,0.967680097," Depository institutions may obtain liquidity against a wide range of collateral through the discount window, which remains open and available . The discount window will apply the same margins used for the securities eligible for the BTFP .","Depository institutions may obtain liquidity against a wide range of collateral through the discount window, which remains open and available. In addition, the discount window will apply the same margins used for the securities eligible for the BTFP, further increasing lendable value at the window."
54,BART,0.857142857,0.819047619,0.974642575,"Depository institutions may obtain liquidity against a wide range of collateral through the discount window, which remains open and available. The discount window will apply the same margins used for the securities eligible for the BTFP, further increasing lendable value at the window. In addition, the discount windows will apply to the same margin as used for BTFP-eligible securities.","Depository institutions may obtain liquidity against a wide range of collateral through the discount window, which remains open and available. In addition, the discount window will apply the same margins used for the securities eligible for the BTFP, further increasing lendable value at the window."
55,TF-IDF,1,1,1,"The Board is closely monitoring conditions across the financial system and is prepared to use its full range of tools to support households and businesses, and will take additional steps as appropriate.","The Board is closely monitoring conditions across the financial system and is prepared to use its full range of tools to support households and businesses, and will take additional steps as appropriate."
55,BERT,0.96875,0.96875,0.988117397," The Board is closely monitoring conditions across the financial system . It is prepared to use its full range of tools to support households and businesses, and will take additional steps as appropriate .","The Board is closely monitoring conditions across the financial system and is prepared to use its full range of tools to support households and businesses, and will take additional steps as appropriate."
55,BART,0.681818182,0.681818182,0.964086115,"The Board is closely monitoring conditions across the financial system. It is prepared to use its full range of tools to support households and businesses. The Board will take additional steps as appropriate, it said in a statement on Monday. It added that it was prepared to take further steps as necessary to support the economy.","The Board is closely monitoring conditions across the financial system and is prepared to use its full range of tools to support households and businesses, and will take additional steps as appropriate."
56,TF-IDF,1,1,1,"For media inquiries, please email [email protected] or call 202-452-2955.","For media inquiries, please email [email protected] or call 202-452-2955."
56,BERT,0.727272727,0.727272727,0.936461806," For media inquiries, please email [email email protected] or call 202-452-2955 . For more information, visit www.cnn.com/cnn .","For media inquiries, please email [email protected] or call 202-452-2955."
56,BART,0.387096774,0.387096774,0.911893189,"For media inquiries, please email [email protected] or call 202-452-2955. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255.","For media inquiries, please email [email protected] or call 202-452-2955."
57,TF-IDF,1,1,1,Term Sheet: Bank Term Funding Program (PDF),Term Sheet: Bank Term Funding Program (PDF)
57,BERT,0.35,0.35,0.921974301, Term Sheet: Bank Term Funding Program (PDF) Term Sheet is based on the Bank's Term Term Funding program . Term Sheet includes details of the program and details of how the program works .,Term Sheet: Bank Term Funding Program (PDF)
57,BART,0.215384615,0.215384615,0.910266459,"Term Sheet: Bank Term Funding Program (PDF) Bank Term funding program is a federal program that provides short-term loans to banks. The program is funded by the Federal Reserve and other government agencies. It is available to banks in the U.S. and around the world. For more information on the program, go to: www.banktermfunding.org.",Term Sheet: Bank Term Funding Program (PDF)
58,TF-IDF,1,1,1,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from January 23 and February 1, 2023.","The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from January 23 and February 1, 2023."
58,BERT,0.913043478,0.826086957,0.975994647," The Federal Reserve Board released the minutes of its interest rate meetings from January 23 and February 1, 2023 . The minutes were released on Tuesday .","The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from January 23 and February 1, 2023."
58,BART,0.545454545,0.545454545,0.953573823,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from January 23 and February 1, 2023. The minutes were released to coincide with the release of the minutes from the Fed's last interest rate meeting on January 23, 2013. The meeting was held at the New York Fed's headquarters.","The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from January 23 and February 1, 2023."
59,TF-IDF,1,1,1,"For media inquiries, call 202-452-2955 or e-mail [email protected].","For media inquiries, call 202-452-2955 or e-mail [email protected]."
59,BERT,0.6,0.6,0.91885376," For media inquiries, call 202,452-452-2955 or e-mail [email protected]. For media inquiries call 202-452 2955 . For more information, visit www.cnn.com/cnn .","For media inquiries, call 202-452-2955 or e-mail [email protected]."
